电影名,导演,编剧,演员,类型,电影时长(分钟),上映时间(年),评分,票房,发行公司,制片公司
大秦帝国之纵横,丁黑,张建伟,"宁静,富大龙,傅淼,喻恩泰,杨新鸣,李立群,姚橹,杨志刚,赫子铭,周波,田小冰,刘钊宏,袁菲,荆浩,张振华,孙霆,蒋一铭,周征波,赵毅,孙强,高海成,杨紫嫣,罗天佑,战鹤文,丁嘉兰,任正斌,王彩平,张太龙,彭志东,孙飞虎,贺云庆,闫以昌,刘辉,张博,王俊鹏,王嘉浩,雪菲,闫沛,王运生,朱梓郡,彭波,郑天庸,张璇,魏华,焦刚,夏侯镔,成国栋,王大奇,赵波,马卫军,刘畅,廖东力,王宁,何勇生,田小冰,刘磊,刘天佐,黎明明,郭家铭,王笛,陈昊,陈晓,李保成,朱军",剧情,120,2013,9.2,0.0,暂无发行公司,"陕西电视台电视剧制作中心 Shaanxi TV Station Production Center/西安曲江大秦帝国影业投资有限公司 Xi'an Daqin The Qin  Empire Pictures Investment Co,.Ltd"
墨西哥往事 Once Upon a Time in Mexico,罗伯特·罗德里格兹,罗伯特·罗德里格兹,"安东尼奥·班德拉斯,萨尔玛·海耶克,约翰尼·德普,威廉·达福,米基·洛克,伊娃·门德斯,安立奎·伊格莱希亚斯,丹尼·特雷霍",动作,102,2003,7.4,0.0,暂无发行公司,暂无制片公司
窃听风云2,麦兆辉,"麦兆辉,庄文强","古天乐,刘青云,吴彦祖,曾江,叶璇,黄奕,刘浩龙,胡枫,骆应钧,江毅,焦姣,郭锋,林迪安,邹凯光,方中信,钟均呈",剧情,117,2011,7.5,20896.1,博纳影业集团股份有限公司 Bona Film Group,"银都机构有限公司 Sil-Metropole Organization Ltd./百姓电影有限公司 Baixing Film Co.,Ltd"
神厨小福贵,王宏,"贺梦凡,冯枫,周仕谋","袁文君,晏婷,刘娟,刘洁,张怀武,徐炜,邹正均,梁实之,王娜",剧情,120,2007,9.2,0.0,暂无发行公司,暂无制片公司
战狼2,吴京,"吴京,董群,刘毅","吴京,弗兰克·格里罗,吴刚,张翰,卢靖姗,丁海峰,淳于珊珊,余男,于谦,石兆琪,海蒂·莫尼梅克,奥列格·普鲁迪乌斯,艾伦·托尼,赛尔·哈里斯,高明,王森,苇青,程愫,张永达,郭秋成,杜建桥,周冠廷,安·詹姆斯,黛安娜·希拉,孙率航,张馨月,关海龙,安妮塔·斯图尔特,特雷弗·琼斯,奥斯汀·普里斯特,克莱·方特诺特,保罗·艾力卡,丹尼尔·哈格里夫,李镇男,庄小龙,陈云志,肯尼迪",动作,123,2017,7.1,567929.0,北京京西文化旅游股份有限公司,"北京登峰国际文化传播有限公司  Beijing Dengfeng International Media Co.,Ltd/嘲风影业（北京）有限责任公司 "
她说：女性人生瞬间 Snatches: Moments from Women's Lives,凡妮莎·卡斯威尔,"E·V·克罗,蕾切尔·德拉希,塔尼卡·古普塔,伊念·哈里斯,特丽莎·艾科科,夏琳·詹姆斯,维姬·琼斯,艾比·摩根","萝玛拉·嘉瑞,朱迪·科默,雪莉·亨德森,丽芙·希尔,卡伦·索尼娅·塞沃尔,希欧布罕·芬内朗,安东尼娅·托马斯,科琳·斯金纳-卡特",剧情,120,2018,9.2,0.0,暂无发行公司,暂无制片公司
迪亚特洛夫事件 The Dyatlov Pass Incident,雷尼·哈林,Vikram Weet,"吉玛·阿金森,马特·斯托克,瑞德·李察,卢克奥尔布赖特,霍莉·戈斯",惊悚,100,2013,6.9,0.0,暂无发行公司,暂无制片公司
瑞克和莫蒂 第二季 Rick and Morty Season 2,韦斯利·阿彻,"贾斯汀·罗兰,丹·哈萌","贾斯汀·罗兰,克里斯·帕内尔,斯宾瑟·格拉默,萨拉·乔克,科甘-迈克尔·凯,乔丹·皮尔,杰·约翰斯顿",喜剧,120,2015,9.8,0.0,暂无发行公司,暂无制片公司
亡命徒与天使 Outlaws and Angels,JT·莫讷,JT·莫讷,"查德·迈克尔·墨瑞,特丽·波洛,弗兰西丝·费舍,卢克·威尔逊,弗朗西斯卡·伊斯特伍德,本·布劳德,麦迪逊·贝蒂,史蒂芬·迈克尔·克扎达,雷卡·雷内,克洛伊·凯瑟琳·基姆,基思·罗尼克,卢斯·雷恩斯,弥敦·罗素,比阿特丽丝·埃尔南德斯,马蒂·林赛",剧情,120,2016,7.5,0.0,暂无发行公司,暂无制片公司
阿黛尔的生活 La vie d'Adèle,阿布戴·柯西胥,"阿布戴·柯西胥,茱莉·马罗,加利亚·拉克鲁瓦","阿黛尔·艾克萨勒霍布洛斯,蕾雅·赛杜,萨利姆·克希乌什,热雷米·拉厄尔特,卡特琳·萨雷,奥雷利安·雷克因,莫娜·瓦尔拉芬斯,阿尔玛·佐杜洛夫斯基,安娜·卢瓦雷,本杰明·思科索,桑德尔·丰泰克",剧情,179,2013,8.4,0.0,暂无发行公司,暂无制片公司
富丽秀 National Theatre Live: Follies,Dominic Cooke,James Goldman,"Julie Armstrong,Norma Atallah,Josephine Barstow,Jeremy Batt,Tracie Bennett,Di Botcher,Billy Boyle,Janie Dee,Anoushka Eaton,Liz Ewing,Geraldine Fitzgerald,Peter Forbes,Emily Goodenough,Bruce Graham,Adrian Grove,Fred Haig,Aimee Hodnett,Dawn Hope,Liz Izen,Alison Langer,Emily Langham,Sarah-Marie Maxwell,Ian McLarnon,Leisha Mollyneaux,Gemma Page,Kate Parr,Philip Quast,Edwin Ray,Gary Raymond,Adam Rhys-Charles,Jordan Shaw,Imelda Staunton,Zizi Strallen,Barnaby Thompson,Christine Tucker,Michael Vinsen,Alex Young",歌舞,152,2017,8.7,0.0,暂无发行公司,暂无制片公司
唐人街探案,陈思诚,"陈思诚,程佳客,刘凯,白鹤","王宝强,刘昊然,佟丽娅,陈赫,肖央,小沈阳,潘粤明,马浴柯,张子枫,赵英俊,桑平,金士杰,大鹏,张国强,李叶青,陈祉希",喜剧,135,2015,7.6,82441.9,五洲电影发行有限公司,"万达影视传媒有限公司 Wanda Media Co., Ltd/合一影业有限公司 Heyi Pictures Co.,Ltd  /上海骋亚影视文化传媒有限公司 Shanghai Chengya Entertainment Co.,Ltd/湖南芒果娱乐有限公司 Hunan Mango Entertainment Co.,Ltd/北京宝亿嵘影视传媒有限公司 Beijing Baoyirong Entertainment Co.,Ltd  /天津猫眼文化传媒有限公司 Tianjin Maoyan Media Co.,Ltd   /上海儒意影视制作有限公司 Shanghai Ruyi Entertainment Co.,Ltd /时尚星光（北京）传媒股份有限公司 Trends Star （Beijing）Cultural Media Co.,Ltd/北京影行天下文化传播有限公司  Bei Jing Ying Xing Tian Xia Culture Communication Co., LTD"
当我们崛起时 When We Rise,格斯·范·桑特,达斯汀·兰斯·布莱克,"盖·皮尔斯,玛丽-露易丝·帕克,瑞切尔·格里菲斯,奥斯汀·麦肯齐,卡丽·普雷斯顿,艾米莉· 斯凯格斯,迈克尔·肯尼斯·威廉姆斯,凯文·麦克哈尔,迪伦·沃尔什,乌比·戈德堡,罗茜·欧唐内,丹尼斯·欧哈拉,大卫·海德·皮尔斯,罗伯·莱纳,宝蕾·佩雷特,T·R·奈特,威廉姆·赛德勒,理查德·希夫,菲利西亚·拉斯海德,玛丽·麦克科马克,艾利斯·霍华德,亨利·科泽尼,乔纳森·梅杰斯,菲奥娜·道里夫",剧情,120,2017,9.2,0.0,暂无发行公司,暂无制片公司
疯人院,老算,"老算,孟扬","刘畅,卢杉,梅婷,刘敏涛,张棪琰,秦语,郭小炜,李牧芸,赵千紫,班嘉佳,杨新鸣,王永泉,楼佳悦,麦子云,宋家腾,王海涛",剧情,120,2018,7.7,0.0,暂无发行公司,暂无制片公司
喜欢你,许宏宇,"李媛,许伊萌,蓝白色","金城武,周冬雨,孙艺洲,奚梦瑶,杨祐宁,张国柱,高晓松,林志玲,赵英俊,海佟",喜剧,106,2017,6.8,21074.8,联瑞（上海）影业有限公司,"凤仪文化娱乐集团有限公司 Beijing Phoenix Entertainment Co., Ltd./上海阿里巴巴影业有限公司 Shanghai Alibaba Pictures Co.,Ltd/北京嘉映影业有限公司 Beijing Jiaying Pictures Co.,Ltd /蓝色星空影业有限公司 Dream Sky Entertainment Co.,Ltd  /我们制作有限公司 We Productions Co.,Ltd/汉鼎宇佑传媒集团有限公司 Handing Yuyou Media Co.,Ltd/上海翎刻闪耀影视制作有限公司 /喀什嘉映文化传媒有限公司 Kashi Jiaying Entertainment Co.,Ltd /霍尔果斯凤仪影业有限公司 HUO ER GUO SI PHOENIX PICTURES CO.,LTD/我们亚博思电影发行（北京）有限公司 Wo Men Ya Bo Si Film Distribution (Beijing) Co., LTD"
太平间闹鬼事件 The Haunting in Connecticut,彼特·康威尔,"亚当·西蒙,蒂姆·梅特卡夫","维吉妮娅·马德森,凯尔·加尔纳,伊莱亚斯·科泰斯,阿曼达·克鲁,马丁·唐文,Sophi Knight,泰·伍德",剧情,92,2009,6.9,0.0,暂无发行公司,暂无制片公司
来不及说我爱你,曾丽珍,"周涌,匪我思存","钟汉良,李小冉,谭凯,齐芳,孙玮,寇振海,归亚蕾,卢勇,刘大为,程学斌,王兰英,朱玲,王霓,徐小明",剧情,120,2010,8.4,0.0,暂无发行公司,"北京光彩世纪传媒股份有限公司 Beijing Ray Productions Media Incorporated Company/湖南电广传媒股份有限公司节目分公司 Hunan DianGuang media Co., LTD programs branch"
极品基老伴 第二季 Vicious Season 2,埃德·拜,加里·詹内蒂,"伊恩·麦克莱恩,德里克·雅各比,弗朗西斯·德·拉·图瓦,伊万·瑞恩,玛西娅·沃伦",喜剧,120,2015,9.4,0.0,暂无发行公司,暂无制片公司
万有引力,赵天宇,"赵天宇,阿美","文章,白百何,郭涛,张静初,戴立忍,莫文蔚,段博文,黄幻",剧情,97,2011,6.3,439.8,"中国电影集团公司 China Film Group Corporation/天使之翼（北京）影视投资有限公司 Angel Wings (BeiJing) Film And Television Investment Co., LTD/大地时代文化传播（北京）有限公司 Dadi Century Films（Beijing）Co.,Ltd","天使之翼（北京）影视投资有限公司 Angel Wings (BeiJing) Film And Television Investment Co., LTD/香港大地娱乐有限公司 Hongkong Dadi Entertainment Co.,Ltd"
落叶归根,张杨,"王要,张杨","赵本山,郭德纲,洪启文,宋丹丹,胡军,廖凡,午马,郭涛,夏雨,孙海英,刘金山",剧情,110,2007,7.8,1502.3,"新华展望传媒有限公司 Xinhua Zhanwang Media Co., Ltd./中国电影集团公司 China Film Group Corporation/华夏电影发行有限责任公司 Huaxia Film Distribution Co.,Ltd/中影集团数字电影院线有限公司 China Film Group Digital Cinema Line Co.,Ltd","星皓电影有限公司 Filmko Pictures/ /北京命之作影视文化发展有限公司 Beijing Mingzhizuo film and Television Culture Development Co., Ltd."
哪吒闹海,严定宪,王树忱,"梁正晖,邱岳峰,毕克,富润生,尚华,于鼎",动画,65,1979,9.1,0.0,暂无发行公司,暂无制片公司
谢谢... Thank You...,Noel Alejandro,Noel Alejandro,"Vince,Damian Mauro",短片,21,2016,6.3,0.0,暂无发行公司,暂无制片公司
月亮上的男人 Man on the Moon,米洛斯·福尔曼,"斯科特·亚历山大,拉里·卡拉斯泽斯基","金·凯瑞,格里·贝克尔,格雷森·埃里克·彭德拉,丹尼·德维托,保罗·吉亚玛提,科特妮·洛芙",剧情,118,1999,7.8,0.0,暂无发行公司,暂无制片公司
魔界妖姬 From Dusk Till Dawn 3: The Hangman's Daughter,P.J. Pesce,Álvaro Rodríguez,"马克·莱昂纳蒂,迈克尔·帕克斯,吕蓓卡·盖哈特",惊悚,94,1999,6.1,0.0,暂无发行公司,暂无制片公司
轻轻摇晃 Lilting,许泰丰,许泰丰,"本·卫肖,郑佩佩,莫文·克里斯蒂,彼得·鲍勒斯,安德鲁·梁,肖恩·索尔特,娜奥米·杨,彼得·E··霍普金斯,约翰·马修斯",剧情,86,2014,7.2,0.0,暂无发行公司,暂无制片公司
危险方法 A  Dangerous Method,大卫·柯南伯格,克里斯托弗·汉普顿,"凯拉·奈特莉,维果·莫腾森,迈克尔·法斯宾德,文森特·卡索,莎拉·加顿,安德烈·赫尼克",剧情,99,2011,6.6,0.0,暂无发行公司,暂无制片公司
剧场版 机动战士高达00 先驱者的觉醒 劇場版 機動戦士ガンダムOO -A wakening of the Trailblazer-,水岛精二,黑田洋介,"宫野真守,三木真一郎,吉野裕行,神谷浩史,本名阳子,东地宏树,高垣彩阳,户松遥,小笠原亚里沙,高山南,滨田贤二,中村悠一,上田祐司,钉宫理惠,入野自由,斋藤千和,矶部勉,古谷彻,藤田淑子,恒松步,根谷美智子,川岛得爱,白鸟哲,梅津秀行,早水理沙,佐藤有世,松本保典,置鲇龙太郎,谷口节,小室正幸,白石凉子,游佐浩二,小形满,古岛清孝,清水美智子,奈良彻,星野贵纪,佐藤健辅,广田诗梦,胜地凉",科幻,121,2010,7.3,0.0,暂无发行公司,暂无制片公司
远走高飞 Jubal,德尔默·戴夫斯,"德尔默·戴夫斯,罗素·S·休斯,保罗·韦尔曼,费利西亚·法尔","格伦·福特,欧内斯特·博格宁,罗德·斯泰格尔,Valerie French",西部,100,1956,7.1,0.0,暂无发行公司,暂无制片公司
解忧杂货店,韩杰,"宋啸,东野圭吾,孙思雨,朱思溢","王俊凯,迪丽热巴,董子健,李鸿其,董李无忧,成龙,秦昊,陈都灵,郝蕾,李梦,成泰燊,高华阳,潘斌龙,孟慧圆,孙小野",剧情,109,2017,5.0,22304.7,五洲电影发行有限公司 Wuzhou Film Distribution,"香港英皇影业有限公司 Emperor Motion Pictures/万达影视传媒有限公司 Wanda Media Co., Ltd/英皇（北京）影视文化传媒有限公司 Yinghuang（Beijing）Media Co.,Ltd/上海亭东影业有限公司    Shanghai Professional Making Film/日本角川映画株式会社 Gu Chuan Yang Hua Zhu Shi Hui She/海宁盛夏影业有限公司 /石头仔制作有限公司 Stone depot Manufacturing Co., Ltd"
理智与情感 Sense and Sensibility,李安,"艾玛·汤普森,简·奥斯汀","艾玛·汤普森,凯特·温丝莱特,休·格兰特,艾伦·瑞克曼,汤姆·威尔金森,杰玛·琼斯,哈丽特·瓦尔特,埃米莉·弗朗索瓦,詹姆斯·弗雷特,伊丽莎白·斯普里格斯,罗伯特·哈迪,伊恩·布林布尔,伊莎贝尔·埃米亚斯,格雷·怀斯,亚历山大·约翰,艾美达·斯丹顿,伊莫金·斯塔布斯,休·劳瑞,阿伦·米切尔,约瑟芬·格拉德威尔,理查德·拉姆斯登,洛恩·马德森,奥利弗·福德·戴维斯,埃丽诺·麦克里迪",剧情,136,1995,8.4,0.0,暂无发行公司,暂无制片公司
诺丁山 Notting Hill,罗杰·米歇尔,理查德·柯蒂斯,"朱莉娅·罗伯茨,休·格兰特,理查德·麦凯布,瑞斯·伊凡斯,詹姆斯·德雷福斯,迪兰·莫兰,亨利·古德曼,朱利安·林希德-图特,罗蕾莱·金,约翰·斯拉普内尔,克拉克·彼得斯,尤兰达·瓦兹奎兹,米莎·巴顿,蒂姆·麦克纳尼,吉娜·麦基,艾玛·钱伯斯,休·博纳维尔,多里斯·洛夫,桑吉夫·巴哈斯卡,保罗·查希迪,艾米莉·莫迪默,萨缪尔·韦斯特,帕特里克·巴罗,安迪·德拉图尔,鲁伯特·普格特,Ann Beach,莎莉·菲利普斯,亚历克·鲍德温,Ian Boo Khoo,西蒙·卡洛,乔·考尼什,肖恩·克罗宁,欧米德·吉亚李利,迈克尔·希格斯,若昂·科斯塔·梅内塞斯,马修·莫迪恩",喜剧,124,1999,8.0,0.0,暂无发行公司,暂无制片公司
登月第一人 First Man,达米恩·查泽雷,"乔希·辛格,詹姆斯·汉森","瑞恩·高斯林,克莱尔·芙伊,杰森·克拉克,凯尔·钱德勒,寇瑞·斯托尔,派屈克·福吉特,克里斯托弗·阿波特,塞伦·希德,奥莉维亚·汉密尔顿,巴勃罗·施瑞博尔,谢伊·惠格姆,卢卡斯·哈斯,伊桑·恩布里,布莱恩·达西·詹姆斯,科里·迈克尔·史密斯,克里斯·斯万博格",剧情,141,2018,7.7,0.0,暂无发行公司,暂无制片公司
甜蜜与卑微 Sweet and Lowdown,伍迪·艾伦,伍迪·艾伦,"西恩·潘,萨曼莎·莫顿,Dan Moran,乌玛·瑟曼,Brian Markinson",喜剧,95,1999,7.8,0.0,暂无发行公司,暂无制片公司
老男孩 올드보이,朴赞郁,"黄肇允,林俊亨,朴赞郁,土屋加仑,岭岸信明","崔岷植,刘智泰,姜惠贞,金秉玉,吴达洙,李胜欣,尹珍序,池大汉,吴泰景,柳演锡,李代延,吴光禄,朴明申,龙伊,玛丽·德文,克里斯平·弗里曼,史蒂夫·克莱默,雪莉·琳恩,迈克尔·麦康诺希,斯蒂芬妮·社,柯克·桑顿,凯瑞·华格伦",剧情,120,2003,8.2,0.0,暂无发行公司,暂无制片公司
斗士 The Fighter,大卫·O·拉塞尔,"斯科特·西尔弗,保罗·塔马西,埃瑞克·约翰逊,基斯·多灵顿","马克·沃尔伯格,克里斯蒂安·贝尔,艾米·亚当斯,梅丽莎·里奥,米奇·奥基夫,杰克·麦吉,梅利莎·麦克米金,比安卡·亨特",剧情,115,2010,7.9,0.0,暂无发行公司,暂无制片公司
罗马假日 Roman Holiday,威廉·惠勒,"伊安·麦克莱伦·亨特,约翰·戴顿,达尔顿·特朗勃","奥黛丽·赫本,格利高里·派克,埃迪·艾伯特,哈特利·鲍尔,哈考特·威廉姆斯,玛格丽特·罗林斯,托里奥·卡米纳提,Paolo Carlini,Claudio Ermelli,保拉·布鲁布尼,里佐·弗雷多里佐",剧情,118,1953,9.0,0.0,暂无发行公司,暂无制片公司
三十年细说从头 三十年細說從頭,李翰祥,李翰祥,"刘永,戴良纯,邵音音,楚湘云,谷峰,李殿馨,詹森,井淼,潘冰嫦",剧情,92,1982,7.3,0.0,暂无发行公司,暂无制片公司
霹雳剑踪 霹靂劍蹤,黄文择,"九陵,廖明治,三弦,王艺婷,周郎",黄文择口白,武侠,120,2005,9.4,0.0,暂无发行公司,暂无制片公司
辣手保姆 The Babysitter,约瑟夫·麦克金提·尼彻,布莱恩·达菲尔德,"犹大·刘易斯,萨玛拉·维文,罗比·阿美尔,汉娜·梅·李,贝拉·索恩,艾米丽·阿琳·林德,安德鲁·巴切勒,道格·海利,莱丝莉·比伯,肯·马里诺,塞缪尔·吉尔伯特,扎卡里·亚力山大·赖斯,多克·达厄姆,让·克劳德·卢耶,迈尔斯·J·哈维,克里斯·维尔德,卡尔·麦克道维尔,乔纳森·贝莱",喜剧,85,2017,6.7,0.0,暂无发行公司,暂无制片公司
警察故事2013,丁晟,丁晟,"成龙,刘烨,景甜,殷桃,那威,刘仪伟,柳海龙,周晓鸥,于荣光,吴樾,刘佩琦,古力娜扎",剧情,108,2013,5.8,53438.8,"万达影视传媒有限公司 Wanda Media Co., Ltd/中国电影集团公司 China Film Group Corporation","万达影视传媒有限公司 Wanda Media Co., Ltd/北京中联华盟文化传媒投资有限公司 Beijing Zhonglian Huameng Media  Investment  Co.,Ltd/星光国际传媒（集团）有限公司 Starlight International Media (Group) Co.,Ltd/星光灿烂香港国际传媒有限公司 Xingguang Canlan Hongkong International Media Co.,Ltd/国家新闻出版广电总局电影卫星频道节目制作中心 China Movie Channel SARFT/西安龙年影视文化传播有限公司 Xi'an Longnian Entertainment Co.,Ltd"
Burn the Stage: the Movie,Jun-Soo Park,"金硕珍,闵玧其,郑号锡,金南俊,朴智旻,金泰亨,田柾国","金硕珍,闵玧其,郑号锡,金南俊,朴智旻,金泰亨,田柾国",纪录片,84,2018,9.1,0.0,暂无发行公司,暂无制片公司
倚天屠龙记大结局 倚天屠龍記大結局,楚原,楚原,"尔冬升,王戎,余安安,罗烈",动作,98,1978,6.2,0.0,暂无发行公司,暂无制片公司
阿拉丁 Aladdin,盖·里奇,"盖·里奇,约翰·奥古斯特","梅纳·玛索德,娜奥米·斯科特,威尔·史密斯,马尔万·肯扎里,纳维德·内加班,纽曼·阿卡,艾伦·图代克,比利·马格努森,纳西姆·帕杜雷德,卡米尔·雷米泽斯基,乔伊·安沙,贾格·帕特尔,贝恩·科拉科,凯西·克莱尔,威尔·布拉格罗夫,希滕·珀泰尔,阿米尔鲍特罗斯,埃里克·可可,弗兰·塔格,阿玛尔·阿达蒂亚,乔丹·A·纳什,通恰伊·古奈什,塞尔哈特·梅汀,凯文·马塔迪恩,保利娜·博内瓦,塔希尔·布尔汉,亚当·柯林斯",爱情,128,2019,7.5,0.0,暂无发行公司,暂无制片公司
鬼遮眼 Oculus,迈克·弗拉纳根,"迈克·弗拉纳根,杰夫·霍华德","凯伦·吉兰,布伦顿·思韦茨,凯缇·萨克霍夫,罗利·科奇瑞恩,安娜丽丝·巴索,加雷特·瑞安,詹姆斯·拉夫尔提,米盖尔·桑多瓦尔,凯特·西格尔,斯科特·格雷厄姆,迈克尔·J·福蒂克,凯瑟琳·帕克,贾斯汀·戈登,鲍勃·格伯特",恐怖,104,2014,6.8,0.0,暂无发行公司,暂无制片公司
Naked Gun,Eddie Dew,"Guy Tedesco,Jack Lewis,Ron Ormond","威拉德·帕克,玛拉·科黛,巴顿·麦克莱恩",西部,69,1956,7.9,0.0,暂无发行公司,暂无制片公司
成龙历险记 第一季 Jackie Chan Adventures Season 1,Frank Squillace,"成龙,詹姆士·谢,夏野萨博","成龙,詹姆士·谢,夏野萨博",喜剧,120,2000,8.8,0.0,暂无发行公司,暂无制片公司
星际迷航3：超越星辰 Star Trek Beyond,林诣彬,"西蒙·佩吉,道格·郑,吉恩·罗登贝瑞,罗伯托·奥奇,约翰·D·佩恩,派特里克·麦凯","克里斯·派恩,扎克瑞·昆图,佐伊·索尔达娜,西蒙·佩吉,安东·叶利钦,伊德里斯·艾尔巴,索菲亚·波多拉,卡尔·厄本,索瑞·安达斯鲁,约翰·赵,迪普·罗伊,莉迪亚·威尔逊,乔·塔斯利姆,约瑟夫·盖特,卡洛·安切洛蒂,亚当·迪马克,梅丽莎·罗斯伯格,阿什丽·艾德纳,贾森·马修·史密斯",动作,122,2016,7.4,0.0,暂无发行公司,暂无制片公司
